Depto;Munic;Sexo;Tipo_Actor;Tipo_Comunidad;Nombre_Comunidad;Componente;#Fam. Pago Parcial;$Vlr Pago Parcial;#Fam. Pago Total;$Vlr Pago Total;#Fam. Atendidas;$Pagado
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;2;1818452,96;13;23409727,37;15;25228180,33
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;14;15594430,03;1;3326713,962;15;18921143,99
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;1;8999860;9;81000000;10;89999860
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;10;76171827,48;4;49000000;14;125171827,5
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AUKA WASI;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AUKA WASI;02 - Asistencia y Seguridad Alimentaria;;;1;1801339,455;1;1801339,455
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AUKA WASI;03 - Asistencia Tecnica Integral;1;1537849,655;;;1;1537849,655
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AUKA WASI;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AUKA WASI;05 - Proyectos Productivos Ciclo Largo;1;9996700;;;1;9996700
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AUKA WASI;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA CAUCAPA-PUNGO FLORESTA;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA CAUCAPA-PUNGO FLORESTA;02 - Asistencia y Seguridad Alimentaria;;;2;3601099,455;2;3601099,455
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA CAUCAPA-PUNGO FLORESTA;03 - Asistencia Tecnica Integral;2;2163061,596;;;2;2163061,596
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA CAUCAPA-PUNGO FLORESTA;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA CAUCAPA-PUNGO FLORESTA;05 - Proyectos Productivos Ciclo Largo;1;9999999,593;;;1;9999999,593
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA CAUCAPA-PUNGO FLORESTA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;01 - Asistencia Alimentaria Inmediata;;;4;48000000;4;48000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;02 - Asistencia y Seguridad Alimentaria;;;4;7201592,455;4;7201592,455
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;03 - Asistencia Tecnica Integral;4;4327510,191;;;4;4327510,191
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;04 - Proyectos Productivos Ciclo Corto;;;4;36000000;4;36000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;05 - Proyectos Productivos Ciclo Largo;2;19998407,07;2;20000000;4;39998407,07
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RUMIÑAHUI;01 - Asistencia Alimentaria Inmediata;;;3;36000000;3;36000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RUMIÑAHUI;02 - Asistencia y Seguridad Alimentaria;;;3;5401848,917;3;5401848,917
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RUMIÑAHUI;03 - Asistencia Tecnica Integral;3;3244852,393;;;3;3244852,393
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RUMIÑAHUI;04 - Proyectos Productivos Ciclo Corto;;;2;18000000;2;18000000
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RUMIÑAHUI;05 - Proyectos Productivos Ciclo Largo;2;19999782;;;2;19999782
CAUCA;PIAMONTE;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RUMIÑAHUI;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;MASCULINO;RECOLECTOR;NO APLICA;NO APLICA;06 - Recolector;100;1074000000;14;168000000;114;1242000000
CAUCA;PIAMONTE;MASCULINO;RECOLECTOR;RESGUARDO INDIGENA SOLICITADO;CABILDO SAN GABRIEL;06 - Recolector;;;1;12000000;1;12000000
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;;;2;3603019,91;2;3603019,91
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;2;2161413,596;;;2;2161413,596
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;;;;;;0
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;2;10000000;;;2;10000000
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;02 - Asistencia y Seguridad Alimentaria;;;1;1801339,455;1;1801339,455
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;03 - Asistencia Tecnica Integral;1;1080706,798;;;1;1080706,798
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;04 - Proyectos Productivos Ciclo Corto;;;;;;0
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
CAUCA;PIAMONTE;NO DEFINIDO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA EMBERA CHAMI EABIDARAS;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;PIAMONTE;NO DEFINIDO;RECOLECTOR;NO APLICA;NO APLICA;06 - Recolector;1;6000000;;;1;6000000
CAUCA;ROSAS;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
CAUCA;ROSAS;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;;;2;3600000;2;3600000
CAUCA;ROSAS;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;2;2065115,662;;;2;2065115,662
CAUCA;ROSAS;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;1;8174960;;;1;8174960
CAUCA;ROSAS;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;2;10000000;;;2;10000000
CAUCA;ROSAS;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;ROSAS;FEMENINO;RECOLECTOR;NO APLICA;NO APLICA;06 - Recolector;1;2000000;;;1;2000000
CAUCA;ROSAS;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;;;12;144000000;12;144000000
CAUCA;ROSAS;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;;;8;14400000;8;14400000
CAUCA;ROSAS;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;12;7583617,808;;;12;7583617,808
CAUCA;ROSAS;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;2;15210000;2;18000000;4;33210000
CAUCA;ROSAS;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;12;57975470;;;12;57975470
CAUCA;ROSAS;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CAUCA;ROSAS;MASCULINO;RECOLECTOR;NO APLICA;NO APLICA;06 - Recolector;3;6000000;;;3;6000000
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;;;158;1896000000;158;1896000000
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;8;11412913,32;114;213250665,5;122;224663578,8
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;152;178333132;;;152;178333132
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;100;75450737,5;15;135000000;115;210450737,5
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;155;792513022,4;;;155;792513022,4
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;02 - Asistencia y Seguridad Alimentaria;1;750535,169;1;1876942,329;2;2627477,498
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;03 - Asistencia Tecnica Integral;2;2893173,277;;;2;2893173,277
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;04 - Proyectos Productivos Ciclo Corto;2;561800;;;2;561800
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;05 - Proyectos Productivos Ciclo Largo;2;10000000;;;2;10000000
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;01 - Asistencia Alimentaria Inmediata;1;10000000;31;372000000;32;382000000
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;02 - Asistencia y Seguridad Alimentaria;1;1016942,329;30;56020463,15;31;57037405,47
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;03 - Asistencia Tecnica Integral;32;43562836,39;;;32;43562836,39
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;04 - Proyectos Productivos Ciclo Corto;32;25593854,96;;;32;25593854,96
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;05 - Proyectos Productivos Ciclo Largo;31;155000000;;;31;155000000
CORDOBA;MONTELÍBANO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE URÉ;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE URÉ;02 - Asistencia y Seguridad Alimentaria;2;3328917,927;;;2;3328917,927
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE URÉ;03 - Asistencia Tecnica Integral;2;2330731,54;;;2;2330731,54
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE URÉ;04 - Proyectos Productivos Ciclo Corto;2;308000;;;2;308000
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE URÉ;05 - Proyectos Productivos Ciclo Largo;2;10000000;;;2;10000000
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE URÉ;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;;;31;372000000;31;372000000
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;3;3746503,197;27;50515253,81;30;54261757
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;31;42994484,69;;;31;42994484,69
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;24;7124064;6;54000000;30;61124064
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;30;178687938,8;;;30;178687938,8
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;01 - Asistencia Alimentaria Inmediata;;;3;36000000;3;36000000
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;02 - Asistencia y Seguridad Alimentaria;;;3;5622881,937;3;5622881,937
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;03 - Asistencia Tecnica Integral;3;4193691,585;;;3;4193691,585
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;04 - Proyectos Productivos Ciclo Corto;2;561800;1;9000000;3;9561800
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;05 - Proyectos Productivos Ciclo Largo;3;19921900;;;3;19921900
CORDOBA;MONTELÍBANO;FEMENINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;FEMENINO;RECOLECTOR;NO APLICA;NO APLICA;06 - Recolector;1;6000000;12;144000000;13;150000000
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;2;12000000;576;6912000000;578;6924000000
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;34;48079080,4;454;849353719,6;488;897432800
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;574;716663890,9;;;574;716663890,9
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;393;270147287,2;85;765000000;478;1035147287
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;550;2973202738;19;190000300;569;3163203038
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;01 - Asistencia Alimentaria Inmediata;;;10;120000000;10;120000000
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;02 - Asistencia y Seguridad Alimentaria;1;1703942,539;9;16808391,7;10;18512334,24
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;03 - Asistencia Tecnica Integral;10;13181995,89;;;10;13181995,89
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;04 - Proyectos Productivos Ciclo Corto;8;2247200;2;18000000;10;20247200
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;05 - Proyectos Productivos Ciclo Largo;9;54855235,39;;;9;54855235,39
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;ALTO SAN JORGE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;01 - Asistencia Alimentaria Inmediata;1;4000000;141;1692000000;142;1696000000
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;02 - Asistencia y Seguridad Alimentaria;7;11165858,67;130;242855599,1;137;254021457,7
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;03 - Asistencia Tecnica Integral;142;196418719,7;;;142;196418719,7
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;04 - Proyectos Productivos Ciclo Corto;131;87218316;11;99000000;142;186218316
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;05 - Proyectos Productivos Ciclo Largo;137;706907733,9;;;137;706907733,9
CORDOBA;MONTELÍBANO;MASCULINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;1;2000000;43;516000000;44;518000000
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;;;43;80610883,57;43;80610883,57
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;43;61953170,03;;;43;61953170,03
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;36;20537944;7;63000000;43;83537944
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;41;239426941,8;;;41;239426941,8
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;01 - Asistencia Alimentaria Inmediata;;;8;96000000;8;96000000
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;02 - Asistencia y Seguridad Alimentaria;1;1703942,539;7;13151751,88;8;14855694,42
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;03 - Asistencia Tecnica Integral;8;11907845,95;;;8;11907845,95
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;04 - Proyectos Productivos Ciclo Corto;7;2057900;1;9000000;8;11057900
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;05 - Proyectos Productivos Ciclo Largo;8;44914410;;;8;44914410
CORDOBA;MONTELÍBANO;MASCULINO;NO CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA QUEBRADA CAÑAVERAL RÍO SAN JORGE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
CORDOBA;MONTELÍBANO;MASCULINO;RECOLECTOR;NO APLICA;NO APLICA;06 - Recolector;8;74000000;59;708000000;67;782000000
CORDOBA;MONTELÍBANO;MASCULINO;RECOLECTOR;RESGUARDO INDIGENA SOLICITADO;MOTILON BAR;06 - Recolector;;;1;12000000;1;12000000
CORDOBA;PUERTO LIBERTADOR;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;MARTIN LUTHER KING ¨CONCOMARTINLUTHER¨;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
CORDOBA;PUERTO LIBERTADOR;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;MARTIN LUTHER KING ¨CONCOMARTINLUTHER¨;02 - Asistencia y Seguridad Alimentaria;;;1;1811458,963;1;1811458,963
CORDOBA;PUERTO LIBERTADOR;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;MARTIN LUTHER KING ¨CONCOMARTINLUTHER¨;03 - Asistencia Tecnica Integral;1;1165365,77;;;1;1165365,77
CORDOBA;PUERTO LIBERTADOR;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;MARTIN LUTHER KING ¨CONCOMARTINLUTHER¨;04 - Proyectos Productivos Ciclo Corto;1;146950;;;1;146950
CORDOBA;PUERTO LIBERTADOR;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;MARTIN LUTHER KING ¨CONCOMARTINLUTHER¨;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
CORDOBA;PUERTO LIBERTADOR;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;MARTIN LUTHER KING ¨CONCOMARTINLUTHER¨;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
